Freq.	Vn022
8.60993752184374e+004	4.30536683877709e-001	9.21339133951331e+001
8.62978547766743e+004	4.16582130543424e-001	9.20447329454613e+001
8.64967918775465e+004	4.02629270847361e-001	9.19554555399918e+001
8.66961875757988e+004	3.88678150009617e-001	9.18660807049739e+001
8.68960429286073e+004	3.74728813352002e-001	9.17766079654171e+001
8.70963589955851e+004	3.60781306304919e-001	9.16870368450560e+001
8.72971368387881e+004	3.46835674413418e-001	9.15973668663506e+001
8.74983775227205e+004	3.32891963324967e-001	9.15075975504862e+001
8.77000821143403e+004	3.18950218815029e-001	9.14177284173357e+001
8.79022516830652e+004	3.05010486760513e-001	9.13277589854731e+001
8.81048873007782e+004	2.91072813164323e-001	9.12376887721663e+001
8.83079900418330e+004	2.77137244140237e-001	9.11475172933515e+001
8.85115609830602e+004	2.63203825919065e-001	9.10572440636396e+001
8.87156012037727e+004	2.49272604862421e-001	9.09668685962745e+001
8.89201117857714e+004	2.35343627443665e-001	9.08763904031843e+001
8.91250938133510e+004	2.21416940264128e-001	9.07858089948808e+001
8.93305483733059e+004	2.07492590052664e-001	9.06951238805456e+001
8.95364765549357e+004	1.93570623662651e-001	9.06043345679345e+001
8.97428794500511e+004	1.79651088064477e-001	9.05134405634360e+001
8.99497581529797e+004	1.65734030379061e-001	9.04224413720123e+001
9.01571137605719e+004	1.51819497842855e-001	9.03313364971947e+001
9.03649473722063e+004	1.37907537829627e-001	9.02401254411027e+001
9.05732600897961e+004	1.23998197837984e-001	9.01488077044001e+001
9.07820530177946e+004	1.10091525516077e-001	9.00573827862917e+001
9.09913272632011e+004	9.61875686427562e-002	8.99658501845159e+001
9.12010839355668e+004	8.22863751295887e-002	8.98742093953247e+001
9.14113241470008e+004	6.83879930320448e-002	8.97824599134914e+001
9.16220490121757e+004	5.44924705447937e-002	8.96906012322645e+001
9.18332596483338e+004	4.05998560104759e-002	8.95986328433818e+001
9.20449571752927e+004	2.67101979092580e-002	8.95065542370626e+001
9.22571427154519e+004	1.28235448596009e-002	8.94143649019605e+001
9.24698173937978e+004	-1.06005435345832e-003	8.93220643251795e+001
9.26829823379104e+004	-1.49405508231175e-002	8.92296519922554e+001
9.28966386779690e+004	-2.88178954712276e-002	8.91371273871362e+001
9.31107875467584e+004	-4.26920390762458e-002	8.90444899921813e+001
9.33254300796744e+004	-5.65629322709545e-002	8.89517392881108e+001
9.35405674147304e+004	-7.04305255293947e-002	8.88588747540554e+001
9.37562006925632e+004	-8.42947691707600e-002	8.87658958674867e+001
9.39723310564389e+004	-9.81556133561787e-002	8.86728021042036e+001
9.41889596522591e+004	-1.12013008097633e-001	8.85795929383782e+001
9.44060876285673e+004	-1.25866903243434e-001	8.84862678424721e+001
9.46237161365542e+004	-1.39717248475952e-001	8.83928262872438e+001
9.48418463300645e+004	-1.53563993327484e-001	8.82992677417499e+001
9.50604793656029e+004	-1.67407087162427e-001	8.82055916733289e+001
9.52796164023399e+004	-1.81246479178586e-001	8.81117975475549e+001
9.54992586021182e+004	-1.95082118409212e-001	8.80178848282539e+001
9.57194071294590e+004	-2.08913953726278e-001	8.79238529774726e+001
9.59400631515678e+004	-2.22741933832390e-001	8.78297014554782e+001
9.61612278383409e+004	-2.36566007251842e-001	8.77354297207023e+001
9.63829023623714e+004	-2.50386122354033e-001	8.76410372298104e+001
9.66050878989557e+004	-2.64202227326137e-001	8.75465234375652e+001
9.68277856260992e+004	-2.78014270182863e-001	8.74518877969152e+001
9.70509967245232e+004	-2.91822198768403e-001	8.73571297589282e+001
9.72747223776706e+004	-3.05625960743504e-001	8.72622487727659e+001
9.74989637717128e+004	-3.19425503606658e-001	8.71672442857143e+001
9.77237220955551e+004	-3.33220774670390e-001	8.70721157431148e+001
9.79489985408438e+004	-3.47011721066194e-001	8.69768625883749e+001
9.81747943019723e+004	-3.60798289747202e-001	8.68814842629480e+001
9.84011105760872e+004	-3.74580427483138e-001	8.67859802063064e+001
9.86279485630948e+004	-3.88358080866307e-001	8.66903498559338e+001
9.88553094656676e+004	-4.02131196305542e-001	8.65945926473129e+001
9.90831944892504e+004	-4.15899720011809e-001	8.64987080138590e+001
9.93116048420669e+004	-4.29663598030485e-001	8.64026953869940e+001
9.95405417351262e+004	-4.43422776203079e-001	8.63065541960327e+001
9.97700063822287e+004	-4.57177200189251e-001	8.62102838682237e+001
9.99999999999733e+004	-4.70926815460676e-001	8.61138838287037e+001
1.00230523807763e+005	-4.84671567296865e-001	8.60173535004965e+001
1.00461579027813e+005	-4.98411400781490e-001	8.59206923044781e+001
1.00693166885154e+005	-5.12146260811647e-001	8.58238996593551e+001
1.00925288607642e+005	-5.25876092088773e-001	8.57269749816636e+001
1.01157945425963e+005	-5.39600839119259e-001	8.56299176857416e+001
1.01391138573641e+005	-5.53320446209809e-001	8.55327271836962e+001
1.01624869287042e+005	-5.67034857477603e-001	8.54354028853981e+001
1.01859138805384e+005	-5.80744016835936e-001	8.53379441984530e+001
1.02093948370741e+005	-5.94447868006166e-001	8.52403505282038e+001
1.02329299228048e+005	-6.08146354496648e-001	8.51426212776600e+001
1.02565192625113e+005	-6.21839419630603e-001	8.50447558475308e+001
1.02801629812620e+005	-6.35527006519290e-001	8.49467536361742e+001
1.03038612044134e+005	-6.49209058069330e-001	8.48486140395703e+001
1.03276140576112e+005	-6.62885516995429e-001	8.47503364513365e+001
1.03514216667907e+005	-6.76556325795406e-001	8.46519202626729e+001
1.03752841581774e+005	-6.90221426769923e-001	8.45533648623311e+001
1.03992016582878e+005	-7.03880762000490e-001	8.44546696366236e+001
1.04231742939303e+005	-7.17534273383322e-001	8.43558339694025e+001
1.04472021922052e+005	-7.31181902585182e-001	8.42568572419898e+001
1.04712854805062e+005	-7.44823591073773e-001	8.41577388332207e+001
1.04954242865204e+005	-7.58459280106055e-001	8.40584781193636e+001
1.05196187382294e+005	-7.72088910727091e-001	8.39590744741334e+001
1.05438689639098e+005	-7.85712423771372e-001	8.38595272686500e+001
1.05681750921338e+005	-7.99329759861167e-001	8.37598358714420e+001
1.05925372517701e+005	-8.12940859399486e-001	8.36599996483521e+001
1.06169555719844e+005	-8.26545662590407e-001	8.35600179626161e+001
1.06414301822403e+005	-8.40144109407321e-001	8.34598901747721e+001
1.06659612122997e+005	-8.53736139617479e-001	8.33596156426286e+001
1.06905487922237e+005	-8.67321692767859e-001	8.32591937212854e+001
1.07151930523732e+005	-8.80900708193283e-001	8.31586237630704e+001
1.07398941234096e+005	-8.94473125014984e-001	8.30579051175598e+001
1.07646521362955e+005	-9.08038882118961e-001	8.29570371314783e+001
1.07894672222954e+005	-9.21597918188935e-001	8.28560191487571e+001
1.08143395129765e+005	-9.35150171687052e-001	8.27548505104469e+001
1.08392691402091e+005	-9.48695580846730e-001	8.26535305547360e+001
1.08642562361677e+005	-9.62234083697472e-001	8.25520586168781e+001
1.08893009333314e+005	-9.75765618026182e-001	8.24504340292228e+001
1.09144033644846e+005	-9.89290121418667e-001	8.23486561211404e+001
1.09395636627180e+005	-1.00280753122521e+000	8.22467242190161e+001
1.09647819614289e+005	-1.01631778458054e+000	8.21446376462271e+001
1.09900583943223e+005	-1.02982081839841e+000	8.20423957231072e+001
1.10153930954112e+005	-1.04331656936080e+000	8.19399977669214e+001
1.10407861990178e+005	-1.05680497393266e+000	8.18374430918545e+001
1.10662378397737e+005	-1.07028596835046e+000	8.17347310089458e+001
1.10917481526210e+005	-1.08375948863084e+000	8.16318608260986e+001
1.11173172728129e+005	-1.09722547056316e+000	8.15288318480444e+001
1.11429453359143e+005	-1.11068384971123e+000	8.14256433762963e+001
1.11686324778026e+005	-1.12413456141179e+000	8.13222947091441e+001
1.11943788346685e+005	-1.13757754077835e+000	8.12187851416048e+001
1.12201845430166e+005	-1.15101272269699e+000	8.11151139654057e+001
1.12460497396662e+005	-1.16444004183109e+000	8.10112804689706e+001
1.12719745617521e+005	-1.17785943260789e+000	8.09072839373602e+001
1.12979591467249e+005	-1.19127082923782e+000	8.08031236522484e+001
1.13240036323525e+005	-1.20467416570481e+000	8.06987988919245e+001
1.13501081567201e+005	-1.21806937575365e+000	8.05943089312086e+001
1.13762728582312e+005	-1.23145639291262e+000	8.04896530414950e+001
1.14024978756086e+005	-1.24483515047871e+000	8.03848304906246e+001
1.14287833478946e+005	-1.25820558151879e+000	8.02798405429553e+001
1.14551294144523e+005	-1.27156761888600e+000	8.01746824592765e+001
1.14815362149657e+005	-1.28492119518416e+000	8.00693554967563e+001
1.15080038894413e+005	-1.29826624280689e+000	7.99638589089832e+001
1.15345325782078e+005	-1.31160269391034e+000	7.98581919458608e+001
1.15611224219179e+005	-1.32493048043240e+000	7.97523538536358e+001
1.15877735615481e+005	-1.33824953406896e+000	7.96463438747892e+001
1.16144861384003e+005	-1.35155978630872e+000	7.95401612481186e+001
1.16412602941018e+005	-1.36486116839090e+000	7.94338052085827e+001
1.16680961706065e+005	-1.37815361135047e+000	7.93272749873611e+001
1.16949939101956e+005	-1.39143704597642e+000	7.92205698117636e+001
1.17219536554781e+005	-1.40471140284075e+000	7.91136889052429e+001
1.17489755493921e+005	-1.41797661228566e+000	7.90066314873134e+001
1.17760597352049e+005	-1.43123260443136e+000	7.88993967735545e+001
1.18032063565141e+005	-1.44447930916733e+000	7.87919839755689e+001
1.18304155572485e+005	-1.45771665615964e+000	7.86843923009357e+001
1.18576874816684e+005	-1.47094457485415e+000	7.85766209531776e+001
1.18850222743670e+005	-1.48416299446291e+000	7.84686691317619e+001
1.19124200802705e+005	-1.49737184397866e+000	7.83605360319993e+001
1.19398810446395e+005	-1.51057105217473e+000	7.82522208450724e+001
1.19674053130692e+005	-1.52376054758858e+000	7.81437227579659e+001
1.19949930314905e+005	-1.53694025855056e+000	7.80350409534334e+001
1.20226443461709e+005	-1.55011011315988e+000	7.79261746099855e+001
1.20503594037147e+005	-1.56327003929243e+000	7.78171229018061e+001
1.20781383510645e+005	-1.57641996460577e+000	7.77078849987798e+001
1.21059813355015e+005	-1.58955981654648e+000	7.75984600663865e+001
1.21338885046465e+005	-1.60268952231940e+000	7.74888472657251e+001
1.21618600064604e+005	-1.61580900893544e+000	7.73790457534429e+001
1.21898959892454e+005	-1.62891820317084e+000	7.72690546816988e+001
1.22179966016454e+005	-1.64201703159230e+000	7.71588731981449e+001
1.22461619926472e+005	-1.65510542055001e+000	7.70485004458619e+001
1.22743923115807e+005	-1.66818329617072e+000	7.69379355633408e+001
1.23026877081205e+005	-1.68125058437609e+000	7.68271776844328e+001
1.23310483322858e+005	-1.69430721087251e+000	7.67162259383364e+001
1.23594743344418e+005	-1.70735310114789e+000	7.66050794495070e+001
1.23879658653003e+005	-1.72038818048669e+000	7.64937373376790e+001
1.24165230759207e+005	-1.73341237395776e+000	7.63821987177734e+001
1.24451461177105e+005	-1.74642560641978e+000	7.62704626998889e+001
1.24738351424260e+005	-1.75942780253298e+000	7.61585283892533e+001
1.25025903021738e+005	-1.77241888673302e+000	7.60463948861820e+001
1.25314117494108e+005	-1.78539878327147e+000	7.59340612860460e+001
1.25602996369453e+005	-1.79836741617565e+000	7.58215266792088e+001
1.25892541179383e+005	-1.81132470927760e+000	7.57087901510014e+001
1.26182753459033e+005	-1.82427058621973e+000	7.55958507816880e+001
1.26473634747081e+005	-1.83720497042473e+000	7.54827076464098e+001
1.26765186585750e+005	-1.85012778512260e+000	7.53693598151411e+001
1.27057410520820e+005	-1.86303895336065e+000	7.52558063526744e+001
1.27350308101632e+005	-1.87593839796640e+000	7.51420463185336e+001
1.27643880881100e+005	-1.88882604159449e+000	7.50280787669513e+001
1.27938130415718e+005	-1.90170180669306e+000	7.49139027468566e+001
1.28233058265567e+005	-1.91456561552490e+000	7.47995173017772e+001
1.28528665994327e+005	-1.92741739016840e+000	7.46849214698349e+001
1.28824955169278e+005	-1.94025705250998e+000	7.45701142836783e+001
1.29121927361318e+005	-1.95308452425096e+000	7.44550947704506e+001
1.29419584144963e+005	-1.96589972690601e+000	7.43398619517384e+001
1.29717927098360e+005	-1.97870258181919e+000	7.42244148435429e+001
1.30016957803294e+005	-1.99149301014170e+000	7.41087524562082e+001
1.30316677845194e+005	-2.00427093285762e+000	7.39928737943845e+001
1.30617088813149e+005	-2.01703627077841e+000	7.38767778570133e+001
1.30918192299905e+005	-2.02978894452860e+000	7.37604636372091e+001
1.31219989901885e+005	-2.04252887457765e+000	7.36439301222936e+001
1.31522483219188e+005	-2.05525598121504e+000	7.35271762937065e+001
1.31825673855605e+005	-2.06797018457185e+000	7.34102011269482e+001
1.32129563418621e+005	-2.08067140460974e+000	7.32930035915601e+001
1.32434153519430e+005	-2.09335956113730e+000	7.31755826510639e+001
1.32739445772938e+005	-2.10603457379049e+000	7.30579372628929e+001
1.33045441797773e+005	-2.11869636206598e+000	7.29400663784060e+001
1.33352143216296e+005	-2.13134484529242e+000	7.28219689427468e+001
1.33659551654608e+005	-2.14397994266440e+000	7.27036438948878e+001
1.33967668742557e+005	-2.15660157321179e+000	7.25850901675043e+001
1.34276496113750e+005	-2.16920965582815e+000	7.24663066869781e+001
1.34586035405558e+005	-2.18180410926900e+000	7.23472923733093e+001
1.34896288259128e+005	-2.19438485213430e+000	7.22280461400948e+001
1.35207256319391e+005	-2.20695180290502e+000	7.21085668944531e+001
1.35518941235067e+005	-2.21950487992281e+000	7.19888535369887e+001
1.35831344658678e+005	-2.23204400140083e+000	7.18689049617396e+001
1.36144468246558e+005	-2.24456908542166e+000	7.17487200561150e+001
1.36458313658855e+005	-2.25708004995013e+000	7.16282977008545e+001
1.36772882559547e+005	-2.26957681282281e+000	7.15076367699767e+001
1.37088176616448e+005	-2.28205929177401e+000	7.13867361306957e+001
1.37404197501214e+005	-2.29452740441161e+000	7.12655946434161e+001
1.37720946889357e+005	-2.30698106823873e+000	7.11442111616364e+001
1.38038426460251e+005	-2.31942020065698e+000	7.10225845319339e+001
1.38356637897140e+005	-2.33184471895793e+000	7.09007135938553e+001
1.38675582887151e+005	-2.34425454034037e+000	7.07785971799308e+001
1.38995263121297e+005	-2.35664958191432e+000	7.06562341155576e+001
1.39315680294492e+005	-2.36902976068669e+000	7.05336232189786e+001
1.39636836105556e+005	-2.38139499358885e+000	7.04107633012281e+001
1.39958732257223e+005	-2.39374519746823e+000	7.02876531660501e+001
1.40281370456157e+005	-2.40608028908933e+000	7.01642916098641e+001
1.40604752412953e+005	-2.41840018515161e+000	7.00406774216929e+001
1.40928879842149e+005	-2.43070480227636e+000	6.99168093831224e+001
1.41253754462237e+005	-2.44299405703199e+000	6.97926862682199e+001
1.41579377995669e+005	-2.45526786591936e+000	6.96683068435067e+001
1.41905752168870e+005	-2.46752614538126e+000	6.95436698678671e+001
1.42232878712243e+005	-2.47976881181482e+000	6.94187740925133e+001
1.42560759360180e+005	-2.49199578157517e+000	6.92936182609126e+001
1.42889395851071e+005	-2.50420697096997e+000	6.91682011087345e+001
1.43218789927315e+005	-2.51640229627870e+000	6.90425213637982e+001
1.43548943335326e+005	-2.52858167374414e+000	6.89165777459781e+001
1.43879857825545e+005	-2.54074501958154e+000	6.87903689671938e+001
1.44211535152447e+005	-2.55289224999617e+000	6.86638937312913e+001
1.44543977074553e+005	-2.56502328117659e+000	6.85371507340558e+001
1.44877185354436e+005	-2.57713802929499e+000	6.84101386630597e+001
1.45211161758734e+005	-2.58923641052404e+000	6.82828561976733e+001
1.45545908058157e+005	-2.60131834104567e+000	6.81553020089598e+001
1.45881426027495e+005	-2.61338373704239e+000	6.80274747596415e+001
1.46217717445632e+005	-2.62543251471524e+000	6.78993731040122e+001
1.46554784095551e+005	-2.63746459028265e+000	6.77709956878956e+001
1.46892627764346e+005	-2.64947987999445e+000	6.76423411485337e+001
1.47231250243231e+005	-2.66147830012627e+000	6.75134081146032e+001
1.47570653327549e+005	-2.67345976700293e+000	6.73841952060626e+001
1.47910838816780e+005	-2.68542419698656e+000	6.72547010341533e+001
1.48251808514555e+005	-2.69737150649554e+000	6.71249242012979e+001
1.48593564228660e+005	-2.70930161201363e+000	6.69948633010358e+001
1.48936107771051e+005	-2.72121443007726e+000	6.68645169179736e+001
1.49279440957859e+005	-2.73310987730866e+000	6.67338836276992e+001
1.49623565609402e+005	-2.74498787040345e+000	6.66029619967353e+001
1.49968483550196e+005	-2.75684832615005e+000	6.64717505824565e+001
1.50314196608961e+005	-2.76869116142789e+000	6.63402479330024e+001
1.50660706618633e+005	-2.78051629322045e+000	6.62084525872596e+001
1.51008015416373e+005	-2.79232363862202e+000	6.60763630747475e+001
1.51356124843579e+005	-2.80411311484727e+000	6.59439779155557e+001
1.51705036745892e+005	-2.81588463923034e+000	6.58112956202968e+001
1.52054752973208e+005	-2.82763812924972e+000	6.56783146900174e+001
1.52405275379687e+005	-2.83937350251372e+000	6.55450336161285e+001
1.52756605823765e+005	-2.85109067679166e+000	6.54114508803219e+001
1.53108746168161e+005	-2.86278957001202e+000	6.52775649545466e+001
1.53461698279887e+005	-2.87447010025681e+000	6.51433743008698e+001
1.53815464030261e+005	-2.88613218580866e+000	6.50088773714614e+001
1.54170045294913e+005	-2.89777574511419e+000	6.48740726084828e+001
1.54525443953799e+005	-2.90940069682650e+000	6.47389584440369e+001
1.54881661891205e+005	-2.92100695979644e+000	6.46035333000764e+001
1.55238700995765e+005	-2.93259445309649e+000	6.44677955883549e+001
1.55596563160464e+005	-2.94416309601306e+000	6.43317437103193e+001
1.55955250282652e+005	-2.95571280806824e+000	6.41953760570711e+001
1.56314764264052e+005	-2.96724350903020e+000	6.40586910092512e+001
1.56675107010772e+005	-2.97875511891616e+000	6.39216869370042e+001
1.57036280433312e+005	-2.99024755800640e+000	6.37843621998756e+001
1.57398286446578e+005	-3.00172074685462e+000	6.36467151467386e+001
1.57761126969891e+005	-3.01317460629964e+000	6.35087441157335e+001
1.58124803926995e+005	-3.02460905747745e+000	6.33704474341704e+001
1.58489319246067e+005	-3.03602402182262e+000	6.32318234184690e+001
1.58854674859734e+005	-3.04741942108960e+000	6.30928703740585e+001
1.59220872705073e+005	-3.05879517736597e+000	6.29535865953280e+001
1.59587914723629e+005	-3.07015121306952e+000	6.28139703655206e+001
1.59955802861423e+005	-3.08148745097719e+000	6.26740199566783e+001
1.60324539068960e+005	-3.09280381422668e+000	6.25337336295360e+001
1.60694125301243e+005	-3.10410022632584e+000	6.23931096334722e+001
1.61064563517782e+005	-3.11537661117580e+000	6.22521462064007e+001
1.61435855682604e+005	-3.12663289307654e+000	6.21108415747066e+001
1.61808003764262e+005	-3.13786899674384e+000	6.19691939531615e+001
1.62181009735848e+005	-3.14908484731030e+000	6.18272015448461e+001
1.62554875575003e+005	-3.16028037035118e+000	6.16848625410552e+001
1.62929603263927e+005	-3.17145549189571e+000	6.15421751212313e+001
1.63305194789388e+005	-3.18261013843789e+000	6.13991374528777e+001
1.63681652142735e+005	-3.19374423695215e+000	6.12557476914651e+001
1.64058977319908e+005	-3.20485771490186e+000	6.11120039803773e+001
1.64437172321448e+005	-3.21595050025346e+000	6.09679044507801e+001
1.64816239152505e+005	-3.22702252151150e+000	6.08234472215914e+001
1.65196179822856e+005	-3.23807370770249e+000	6.06786303993604e+001
1.65576996346907e+005	-3.24910398841147e+000	6.05334520781895e+001
1.65958690743710e+005	-3.26011329377789e+000	6.03879103396714e+001
1.66341265036971e+005	-3.27110155454662e+000	6.02420032527885e+001
1.66724721255060e+005	-3.28206870203475e+000	6.00957288738039e+001
1.67109061431024e+005	-3.29301466818509e+000	5.99490852462280e+001
1.67494287602597e+005	-3.30393938557192e+000	5.98020704006867e+001
1.67880401812209e+005	-3.31484278740898e+000	5.96546823548558e+001
1.68267406107000e+005	-3.32572480758143e+000	5.95069191133909e+001
1.68655302538827e+005	-3.33658538063705e+000	5.93587786677942e+001
1.69044093164279e+005	-3.34742444183610e+000	5.92102589963842e+001
1.69433780044686e+005	-3.35824192715167e+000	5.90613580641665e+001
1.69824365246127e+005	-3.36903777327843e+000	5.89120738227649e+001
1.70215850839448e+005	-3.37981191766987e+000	5.87624042103284e+001
1.70608238900265e+005	-3.39056429854999e+000	5.86123471514558e+001
1.71001531508981e+005	-3.40129485491311e+000	5.84619005570860e+001
1.71395730750795e+005	-3.41200352657957e+000	5.83110623244437e+001
1.71790838715711e+005	-3.42269025418064e+000	5.81598303369040e+001
1.72186857498553e+005	-3.43335497919588e+000	5.80082024639523e+001
1.72583789198972e+005	-3.44399764396815e+000	5.78561765610642e+001
1.72981635921462e+005	-3.45461819173055e+000	5.77037504696370e+001
1.73380399775365e+005	-3.46521656661216e+000	5.75509220168840e+001
1.73780082874889e+005	-3.47579271367096e+000	5.73976890157641e+001
1.74180687339113e+005	-3.48634657890949e+000	5.72440492648724e+001
1.74582215292002e+005	-3.49687810930050e+000	5.70900005483683e+001
1.74984668862417e+005	-3.50738725280118e+000	5.69355406358891e+001
1.75388050184127e+005	-3.51787395838652e+000	5.67806672824327e+001
1.75792361395820e+005	-3.52833817606136e+000	5.66253782283140e+001
1.76197604641114e+005	-3.53877985688521e+000	5.64696711990324e+001
1.76603782068567e+005	-3.54919895300204e+000	5.63135439052186e+001
1.77010895831693e+005	-3.55959541765533e+000	5.61569940425202e+001
1.77418948088967e+005	-3.56996920521354e+000	5.60000192915208e+001
1.77827941003843e+005	-3.58032027119997e+000	5.58426173176569e+001
1.78237876744759e+005	-3.59064857230984e+000	5.56847857711322e+001
1.78648757485155e+005	-3.60095406643691e+000	5.55265222868078e+001
1.79060585403479e+005	-3.61123671271270e+000	5.53678244841431e+001
1.79473362683202e+005	-3.62149647149791e+000	5.52086899670828e+001
1.79887091512828e+005	-3.63173330445418e+000	5.50491163239962e+001
1.80301774085906e+005	-3.64194717452474e+000	5.48891011275526e+001
1.80717412601042e+005	-3.65213804600123e+000	5.47286419346596e+001
1.81134009261910e+005	-3.66230588452209e+000	5.45677362863915e+001
1.81551566277263e+005	-3.67245065711355e+000	5.44063817078568e+001
1.81970085860947e+005	-3.68257233221486e+000	5.42445757081409e+001
1.82389570231913e+005	-3.69267087970960e+000	5.40823157802305e+001
1.82810021614223e+005	-3.70274627094503e+000	5.39195994008898e+001
1.83231442237070e+005	-3.71279847877901e+000	5.37564240306248e+001
1.83653834334783e+005	-3.72282747758995e+000	5.35927871135407e+001
1.84077200146844e+005	-3.73283324331818e+000	5.34286860773140e+001
1.84501541917896e+005	-3.74281575350072e+000	5.32641183330662e+001
1.84926861897756e+005	-3.75277498728235e+000	5.30990812753001e+001
1.85353162341429e+005	-3.76271092547647e+000	5.29335722818153e+001
1.85780445509118e+005	-3.77262355057291e+000	5.27675887136226e+001
1.86208713666235e+005	-3.78251284678204e+000	5.26011279148537e+001
1.86637969083415e+005	-3.79237880006529e+000	5.24341872126975e+001
1.87068214036528e+005	-3.80222139816512e+000	5.22667639173144e+001
1.87499450806689e+005	-3.81204063064315e+000	5.20988553217358e+001
1.87931681680274e+005	-3.82183648891708e+000	5.19304587018196e+001
1.88364908948927e+005	-3.83160896628472e+000	5.17615713161366e+001
1.88799134909576e+005	-3.84135805797746e+000	5.15921904059241e+001
1.89234361864444e+005	-3.85108376117991e+000	5.14223131949969e+001
1.89670592121061e+005	-3.86078607506532e+000	5.12519368896552e+001
1.90107827992277e+005	-3.87046500085115e+000	5.10810586786333e+001
1.90546071796271e+005	-3.88012054182201e+000	5.09096757330235e+001
1.90985325856570e+005	-3.88975270335972e+000	5.07377852061894e+001
1.91425592502055e+005	-3.89936149300439e+000	5.05653842337052e+001
1.91866874066975e+005	-3.90894692047916e+000	5.03924699332723e+001
1.92309172890962e+005	-3.91850899773668e+000	5.02190394046859e+001
1.92752491319039e+005	-3.92804773898028e+000	5.00450897297159e+001
1.93196831701638e+005	-3.93756316073511e+000	4.98706179720771e+001
1.93642196394606e+005	-3.94705528186852e+000	4.96956211773575e+001
1.94088587759223e+005	-3.95652412364544e+000	4.95200963729349e+001
1.94536008162211e+005	-3.96596970974361e+000	4.93440405679462e+001
1.94984459975750e+005	-3.97539206633898e+000	4.91674507532011e+001
1.95433945577484e+005	-3.98479122211174e+000	4.89903239011313e+001
1.95884467350544e+005	-3.99416720831944e+000	4.88126569657452e+001
1.96336027683549e+005	-4.00352005881276e+000	4.86344468825447e+001
1.96788628970629e+005	-4.01284981011122e+000	4.84556905684961e+001
1.97242273611430e+005	-4.02215650142605e+000	4.82763849219749e+001
1.97696964011130e+005	-4.03144017472253e+000	4.80965268226949e+001
1.98152702580454e+005	-4.04070087474906e+000	4.79161131316928e+001
1.98609491735681e+005	-4.04993864911752e+000	4.77351406912503e+001
1.99067333898663e+005	-4.05915354830912e+000	4.75536063248714e+001
1.99526231496832e+005	-4.06834562576682e+000	4.73715068372320e+001
1.99986186963218e+005	-4.07751493791267e+000	4.71888390141484e+001
2.00447202736460e+005	-4.08666154421704e+000	4.70055996225245e+001
2.00909281260816e+005	-4.09578550724285e+000	4.68217854103310e+001
2.01372424986182e+005	-4.10488689269401e+000	4.66373931065701e+001
2.01836636368099e+005	-4.11396576947831e+000	4.64524194212456e+001
2.02301917867770e+005	-4.12302220975907e+000	4.62668610453369e+001
2.02768271952071e+005	-4.13205628900457e+000	4.60807146507720e+001
2.03235701093565e+005	-4.14106808603890e+000	4.58939768904031e+001
2.03704207770514e+005	-4.15005768311178e+000	4.57066443980132e+001
2.04173794466895e+005	-4.15902516593678e+000	4.55187137882569e+001
2.04644463672410e+005	-4.16797062376431e+000	4.53301816566941e+001
2.05116217882499e+005	-4.17689414943803e+000	4.51410445797542e+001
2.05589059598356e+005	-4.18579583943998e+000	4.49512991147324e+001
2.06062991326942e+005	-4.19467579396364e+000	4.47609417997967e+001
2.06538015580994e+005	-4.20353411696631e+000	4.45699691539996e+001
2.07014134879046e+005	-4.21237091623282e+000	4.43783776772502e+001
2.07491351745432e+005	-4.22118630343434e+000	4.41861638503577e+001
2.07969668710311e+005	-4.22998039420291e+000	4.39933241350312e+001
2.08449088309670e+005	-4.23875330817088e+000	4.37998549738870e+001
2.08929613085345e+005	-4.24750516905689e+000	4.36057527904925e+001
2.09411245585030e+005	-4.25623610472003e+000	4.34110139893745e+001
2.09893988362293e+005	-4.26494624722589e+000	4.32156349560596e+001
2.10377843976588e+005	-4.27363573291476e+000	4.30196120570951e+001
2.10862814993269e+005	-4.28230470247000e+000	4.28229416401026e+001
2.11348903983605e+005	-4.29095330098047e+000	4.26256200338138e+001
2.11836113524790e+005	-4.29958167801362e+000	4.24276435481332e+001
2.12324446199962e+005	-4.30818998767964e+000	4.22290084741659e+001
2.12813904598211e+005	-4.31677838870668e+000	4.20297110842969e+001
2.13304491314597e+005	-4.32534704451662e+000	4.18297476322641e+001
2.13796208950162e+005	-4.33389612328376e+000	4.16291143532002e+001
2.14289060111945e+005	-4.34242579801232e+000	4.14278074637171e+001
2.14783047412992e+005	-4.35093624661208e+000	4.12258231620223e+001
2.15278173472376e+005	-4.35942765197919e+000	4.10231576279519e+001
2.15774440915205e+005	-4.36790020205714e+000	4.08198070230908e+001
2.16271852372641e+005	-4.37635408991538e+000	4.06157674908812e+001
2.16770410481908e+005	-4.38478951383868e+000	4.04110351567156e+001
2.17270117886313e+005	-4.39320667738769e+000	4.02056061280502e+001
2.17770977235254e+005	-4.40160578948818e+000	3.99994764945228e+001
2.18272991184238e+005	-4.40998706450568e+000	3.97926423280869e+001
2.18776162394893e+005	-4.41835072232975e+000	3.95850996831361e+001
2.19280493534982e+005	-4.42669698844378e+000	3.93768445966503e+001
2.19785987278420e+005	-4.43502609401836e+000	3.91678730883410e+001
2.20292646305283e+005	-4.44333827598843e+000	3.89581811608083e+001
2.20800473301827e+005	-4.45163377713691e+000	3.87477647996949e+001
2.21309470960501e+005	-4.45991284617796e+000	3.85366199738814e+001
2.21819641979959e+005	-4.46817573783917e+000	3.83247426356329e+001
